sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a rocky type of cape.,cape,cape, rocky,0.1800854653120041,type of, of,0.4051796793937683,0.14852571487426758,2.186082363128662,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.22926601767539978,type of, of,0.1770724058151245,0.17502522468566895,2.1942849159240723,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.002377122640609741,type of, of,0.10474654287099838,0.4011557698249817,2.1735072135925293,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.06683189421892166,type of, of,0.30156266689300537,0.32624551653862,2.1911044120788574,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.03940097242593765,type of, of,0.2957565188407898,0.24939021468162537,2.192732334136963,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.006723159924149513,type of, of,0.2200879007577896,0.06328225135803223,2.191922187805176,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.30129140615463257,type of, of,0.025660041719675064,0.25921738147735596,2.191725730895996,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,9.406950266566128e-05,type of, of,0.34863927960395813,0.6907780170440674,2.1766490936279297,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.06965552270412445,type of, of,0.1926763653755188,0.286540687084198,2.1944680213928223,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.052781105041503906,type of, of,0.02451508492231369,0.13828983902931213,2.185795783996582,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.029145726934075356,type of, of,0.04761267453432083,0.17145386338233948,2.189720630645752,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.09975531697273254,type of, of,0.04728139191865921,0.24791879951953888,2.193866729736328,1,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.0109681636095047,type of, of,0.005706609692424536,0.12990431487560272,2.173335552215576,2,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.0015449731145054102,type of, of,0.0008141880389302969,0.13061095774173737,2.17187237739563,3,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.14463764429092407,type of, of,0.06657230108976364,0.18560507893562317,2.1943278312683105,0,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.04106295108795166,type of, of,0.030319571495056152,0.15745365619659424,2.184201717376709,1,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.09732365608215332,type of, of,0.31426966190338135,0.2763228416442871,2.1918318271636963,2,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.0647965669631958,type of, of,0.1158691793680191,0.2121746987104416,2.19512939453125,3,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.07239982485771179,type of, of,0.037523820996284485,0.16314834356307983,2.1855454444885254,0,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.05870812386274338,type of, of,0.08023982495069504,0.16315007209777832,2.187363862991333,1,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.06936098635196686,type of, of,0.17407715320587158,0.23216859996318817,2.195498466491699,2,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a rocky type of cape.,cape,cape, rocky,0.2517862021923065,type of, of,0.04325885698199272,0.2238669991493225,2.1942126750946045,3,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.032697681337594986,type of, of,0.6401707530021667,0.22273720800876617,2.17292857170105,0,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.02104026824235916,type of, of,0.02701469138264656,0.18240141868591309,2.1917824745178223,1,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.05861635506153107,type of, of,0.4883989691734314,0.14750216901302338,2.181251049041748,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.2752389907836914,type of, of,0.17063216865062714,0.21549959480762482,2.1935231685638428,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.0013410798273980618,type of, of,0.09589727967977524,0.44329848885536194,2.1688497066497803,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.06972624361515045,type of, of,0.29260963201522827,0.36814984679222107,2.1902778148651123,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.02775277942419052,type of, of,0.31365692615509033,0.22039464116096497,2.192413568496704,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.013922716490924358,type of, of,0.30753567814826965,0.056690946221351624,2.1890451908111572,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.2523876428604126,type of, of,0.035664282739162445,0.24257758259773254,2.1918935775756836,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.00011117041140096262,type of, of,0.3813207745552063,0.7105741500854492,2.176603317260742,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.07296597957611084,type of, of,0.23839277029037476,0.2918010354042053,2.1934285163879395,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.025610914453864098,type of, of,0.027070950716733932,0.13880784809589386,2.1839828491210938,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.07740512490272522,type of, of,0.04219154268503189,0.1577313244342804,2.191486358642578,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.09727589040994644,type of, of,0.04188349097967148,0.2075861692428589,2.193645477294922,1,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.000268869218416512,type of, of,0.0015792843187227845,0.12718160450458527,2.1724956035614014,2,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,4.616852675098926e-05,type of, of,0.00014388606359716505,0.12782514095306396,2.172032356262207,3,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.1105487197637558,type of, of,0.08600854873657227,0.1798267811536789,2.194511890411377,0,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.024946048855781555,type of, of,0.03796911984682083,0.14464408159255981,2.1831469535827637,1,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.05031890422105789,type of, of,0.37927985191345215,0.2835655212402344,2.1894571781158447,2,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.03726722300052643,type of, of,0.1252099871635437,0.2070949822664261,2.1940650939941406,3,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.09632746875286102,type of, of,0.05905931442975998,0.16610831022262573,2.187835454940796,0,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.03191599249839783,type of, of,0.10303553193807602,0.1527821123600006,2.18550705909729,1,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.05217849090695381,type of, of,0.17900660634040833,0.25623661279678345,2.195220470428467,2,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was an island type of cape.,cape,cape, island,0.4127870202064514,type of, of,0.05652812495827675,0.22300726175308228,2.189525604248047,3,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.010965616442263126,kind of, of,0.26848089694976807,0.22986645996570587,2.0726280212402344,0,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.01754874363541603,kind of, of,0.015129603445529938,0.20184627175331116,2.0679688453674316,1,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.03665328025817871,kind of, of,0.5288585424423218,0.249058797955513,2.0615625381469727,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.1322605311870575,kind of, of,0.15810692310333252,0.20628517866134644,2.0768966674804688,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.006000429391860962,kind of, of,0.2505234181880951,0.42039307951927185,2.056415319442749,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.021818116307258606,kind of, of,0.6757472157478333,0.40710631012916565,2.0498366355895996,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.043987810611724854,kind of, of,0.39119675755500793,0.24756330251693726,2.071110725402832,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.00035289881634525955,kind of, of,0.2508276402950287,0.06071462482213974,2.0706734657287598,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.09966067224740982,kind of, of,0.010943816043436527,0.29020005464553833,2.05941104888916,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.0001611713378224522,kind of, of,0.6714932918548584,0.664107084274292,2.0488829612731934,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.12492138147354126,kind of, of,0.12450570613145828,0.27434042096138,2.076993942260742,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.01080501638352871,kind of, of,0.026588955894112587,0.1456102728843689,2.065401315689087,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.028020650148391724,kind of, of,0.010965096764266491,0.16184234619140625,2.0626323223114014,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.18562407791614532,kind of, of,0.004447148181498051,0.19261041283607483,2.0716733932495117,1,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,5.05422235619335e-07,kind of, of,0.0017051673494279385,0.14676271378993988,2.052163600921631,2,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,2.808897292538859e-08,kind of, of,0.0002572408993728459,0.14897572994232178,2.0520520210266113,3,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.041367899626493454,kind of, of,0.10535558313131332,0.20121704041957855,2.0686283111572266,0,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.011117802932858467,kind of, of,0.01210844051092863,0.17318719625473022,2.061979293823242,1,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.14059433341026306,kind of, of,0.26292142271995544,0.29963481426239014,2.076486587524414,2,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.05982420966029167,kind of, of,0.08963685482740402,0.21238669753074646,2.0760273933410645,3,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.1497560292482376,kind of, of,0.0025399229489266872,0.16655538976192474,2.0665791034698486,0,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.027225544676184654,kind of, of,0.022637169808149338,0.1622508019208908,2.060187816619873,1,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.10677571594715118,kind of, of,0.06387157738208771,0.2789565622806549,2.071408748626709,2,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a beer kind of case.,case,case, beer,0.22153739631175995,kind of, of,0.05090867355465889,0.23797747492790222,2.075232982635498,3,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.01084921509027481,kind of, of,0.268512487411499,0.2456747442483902,2.072624444961548,0,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.155295267701149,kind of, of,0.013008327223360538,0.1858357936143875,2.0718085765838623,1,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.025889700278639793,kind of, of,0.5347675681114197,0.25147709250450134,2.0609683990478516,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.17559978365898132,kind of, of,0.15021027624607086,0.22159773111343384,2.0769872665405273,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.01898478902876377,kind of, of,0.2521633505821228,0.3916842043399811,2.057166576385498,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.04263612627983093,kind of, of,0.6707413196563721,0.4016956686973572,2.0504848957061768,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.008777184411883354,kind of, of,0.4071667194366455,0.26538312435150146,2.070042610168457,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.001523887855000794,kind of, of,0.240828737616539,0.05282457172870636,2.0699033737182617,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.14558570086956024,kind of, of,0.011925827711820602,0.2827453017234802,2.0666656494140625,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.0001317529968218878,kind of, of,0.7079073786735535,0.6784638166427612,2.044816017150879,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.15692859888076782,kind of, of,0.12450782209634781,0.27156582474708557,2.0770113468170166,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.01337521057575941,kind of, of,0.02563757635653019,0.15887032449245453,2.0666494369506836,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.015555017627775669,kind of, of,0.015159803442656994,0.17451699078083038,2.0618319511413574,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.26013463735580444,kind of, of,0.005066935438662767,0.20001797378063202,2.070647716522217,1,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,5.534587330657814e-07,kind of, of,0.0010011648992076516,0.14740429818630219,2.05222225189209,2,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,1.472512867195519e-08,kind of, of,0.00017019548977259547,0.14918026328086853,2.0519728660583496,3,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.0916372612118721,kind of, of,0.09756098687648773,0.21130844950675964,2.072795867919922,0,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.013168207369744778,kind of, of,0.011082768440246582,0.16906914114952087,2.0643537044525146,1,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.10609779506921768,kind of, of,0.27291667461395264,0.3066708743572235,2.075284957885742,2,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.044922612607479095,kind of, of,0.08191066980361938,0.1998613029718399,2.0751986503601074,3,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.04860306531190872,kind of, of,0.0016514224698767066,0.14110925793647766,2.0630006790161133,0,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.019704200327396393,kind of, of,0.020971491932868958,0.15600048005580902,2.059360980987549,1,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.10773716866970062,kind of, of,0.10063846409320831,0.27040964365005493,2.0752763748168945,2,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a display kind of case.,case,case, display,0.1797637939453125,kind of, of,0.0401664637029171,0.20805002748966217,2.074249744415283,3,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.014510312117636204,kind of, of,0.26751863956451416,0.2357265055179596,2.0727269649505615,0,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.01239009853452444,kind of, of,0.015209046192467213,0.21555747091770172,2.0677664279937744,1,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.05479162558913231,kind of, of,0.518900990486145,0.2440212368965149,2.062516450881958,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.22242458164691925,kind of, of,0.14167854189872742,0.22091689705848694,2.07673716545105,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.02871140092611313,kind of, of,0.22029979526996613,0.40265849232673645,2.0566108226776123,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.022149810567498207,kind of, of,0.6944044828414917,0.38610875606536865,2.047642469406128,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.03367620334029198,kind of, of,0.39212706685066223,0.25382792949676514,2.070746660232544,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.0022239864338189363,kind of, of,0.22642619907855988,0.05055410414934158,2.0702438354492188,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.2753518521785736,kind of, of,0.010639186948537827,0.25951868295669556,2.0680270195007324,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.00011791405268013477,kind of, of,0.6890472769737244,0.6675897836685181,2.0469865798950195,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.18904362618923187,kind of, of,0.11552654206752777,0.25787851214408875,2.076958179473877,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.01645284704864025,kind of, of,0.023632025346159935,0.14835254848003387,2.0656347274780273,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.026319852098822594,kind of, of,0.011774692684412003,0.16164420545101166,2.0624470710754395,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.2349269688129425,kind of, of,0.00456669507548213,0.19218429923057556,2.0741629600524902,1,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,5.766538606621907e-07,kind of, of,0.01355677004903555,0.14845457673072815,2.05430006980896,2,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,1.4503418022115966e-08,kind of, of,0.004167153965681791,0.14952997863292694,2.0529468059539795,3,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.04912376403808594,kind of, of,0.0791546106338501,0.18870534002780914,2.066951274871826,0,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.018623773008584976,kind of, of,0.008583547547459602,0.16524071991443634,2.063258647918701,1,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.15902474522590637,kind of, of,0.3000953495502472,0.2952002286911011,2.0750863552093506,2,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.13867564499378204,kind of, of,0.08242098987102509,0.2441171407699585,2.0773069858551025,3,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.15785034000873566,kind of, of,0.0022580826189368963,0.15234488248825073,2.067821502685547,0,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.04085405170917511,kind of, of,0.022679340094327927,0.1637870967388153,2.061086654663086,1,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.19777008891105652,kind of, of,0.055330101400613785,0.2710880637168884,2.0753285884857178,2,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a divorce kind of case.,case,case, divorce,0.2703377902507782,kind of, of,0.06111634895205498,0.2418222874403,2.0751373767852783,3,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.03229973837733269,kind of, of,0.2626895606517792,0.24708983302116394,2.0731992721557617,0,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.0221666619181633,kind of, of,0.015058488585054874,0.2284896820783615,2.0681467056274414,1,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.04724256321787834,kind of, of,0.5230452418327332,0.26647040247917175,2.062126636505127,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.5118197202682495,kind of, of,0.08894915133714676,0.1998516470193863,2.06553316116333,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.010885502211749554,kind of, of,0.17285336554050446,0.3887740671634674,2.0487022399902344,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.02012186124920845,kind of, of,0.7064547538757324,0.40711942315101624,2.0460546016693115,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.03522757068276405,kind of, of,0.3982189893722534,0.3020445704460144,2.0705158710479736,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.004330455791205168,kind of, of,0.24734139442443848,0.08589489758014679,2.070432186126709,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.6790631413459778,kind of, of,0.00392631720751524,0.2605150640010834,2.0486602783203125,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.0001832519774325192,kind of, of,0.6554791927337646,0.6468178033828735,2.0505259037017822,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.11009540408849716,kind of, of,0.11705956608057022,0.24749596416950226,2.0765576362609863,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.016136208549141884,kind of, of,0.02740541659295559,0.1508902609348297,2.0656840801239014,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.012929366901516914,kind of, of,0.012654722668230534,0.17675121128559113,2.0641355514526367,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.18041516840457916,kind of, of,0.009779855608940125,0.20363835990428925,2.071230411529541,1,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,1.500916027907806e-06,kind of, of,0.001587154809385538,0.14673253893852234,2.052496910095215,2,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,4.5254427760710314e-08,kind of, of,0.0002232412516605109,0.14897215366363525,2.051250457763672,3,3,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.06361224502325058,kind of, of,0.10553360730409622,0.1919059455394745,2.0672059059143066,0,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.0072869244031608105,kind of, of,0.006513786036521196,0.1702468991279602,2.0599851608276367,1,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.12921525537967682,kind of, of,0.24709437787532806,0.30543404817581177,2.0770440101623535,2,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.11355840414762497,kind of, of,0.07636429369449615,0.2157605141401291,2.076578378677368,3,4,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.06179096922278404,kind of, of,0.0023681274615228176,0.15152570605278015,2.063476085662842,0,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.04535937309265137,kind of, of,0.03481284901499748,0.16123056411743164,2.062692642211914,1,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.08931661397218704,kind of, of,0.06917440891265869,0.267729252576828,2.074631690979004,2,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a criminal kind of case.,case,case, criminal,0.13822181522846222,kind of, of,0.06312872469425201,0.24162691831588745,2.074674129486084,3,5,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,0.027764374390244484,type of, of,0.22202956676483154,0.2263520509004593,2.074808120727539,0,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,0.06401929259300232,type of, of,0.029259508475661278,0.19614574313163757,2.070728063583374,1,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,0.03934923931956291,type of, of,0.2214844524860382,0.16605429351329803,2.0609123706817627,2,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,0.15239833295345306,type of, of,0.06143058091402054,0.16610200703144073,2.074640989303589,3,0,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,0.04728149622678757,type of, of,0.09813898056745529,0.38010889291763306,2.0377817153930664,0,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,0.062195390462875366,type of, of,0.4294089078903198,0.3537810146808624,2.070571184158325,1,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,0.07114789634943008,type of, of,0.2821686565876007,0.29849085211753845,2.0744433403015137,2,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,0.0007558881188742816,type of, of,0.22259919345378876,0.08032946288585663,2.0693817138671875,3,1,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,0.5583354234695435,type of, of,0.029820816591382027,0.2677825689315796,2.0600597858428955,0,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,8.298317698063329e-05,type of, of,0.7595468163490295,0.6870564222335815,2.0382494926452637,1,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,0.12356572598218918,type of, of,0.21881787478923798,0.2948347330093384,2.077021598815918,2,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,0.03637759014964104,type of, of,0.024529503658413887,0.15645889937877655,2.067286968231201,3,2,14067712,EleutherAI/pythia-14m,step19000,19000
It was a worthy type of cause.,cause,cause, worthy,0.02105819433927536,type of, of,0.055705953389406204,0.1864766776561737,2.0702061653137207,0,3,14067712,EleutherAI/pythia-14m,step19000,19000
