sentence_new,sentence_original,word,construction,class_disambiguating_word,class_ambiguous_word,string,disambiguating_word_new,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.20025718212127686,1.5951519012451172,3,0,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.004546978045254946,1.5312623977661133,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.12695060670375824,1.5796899795532227,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.02735157497227192,1.5886845588684082,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,3.0621967539445905e-07,1.5381507873535156,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.10454198718070984,1.5624074935913086,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.15759003162384033,1.5719231367111206,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.35802358388900757,1.6028729677200317,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.2608538568019867,1.5940170288085938,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.0044351681135594845,1.5061618089675903,0,3,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.0021014506928622723,1.5084583759307861,1,3,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,2.4202390704886056e-06,1.5002236366271973,2,3,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,3.8019713883841177e-06,1.50022554397583,3,3,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.0027817171066999435,1.505652666091919,0,4,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,1.0654615323346661e-07,1.5002226829528809,1,4,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.18579356372356415,1.5958471298217773,2,4,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.011244373396039009,1.503580927848816,3,4,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,2.071718413953951e-14,1.5002226829528809,0,5,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,9.312810987723701e-20,1.5002226829528809,1,5,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,0.15554673969745636,1.540611743927002,2,5,14067712,EleutherAI/pythia-14m,step133000,133000
She suffered a block.,She had a mental block.,block,active,V,N,block, suffered,4.0733267453463284e-12,1.5002226829528809,3,5,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.3187490701675415,1.9230737686157227,0,0,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.01145881973206997,1.8847031593322754,1,0,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.3759709894657135,1.929433822631836,2,0,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.026351777836680412,1.9210503101348877,3,0,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.0033234218135476112,1.8843626976013184,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.06316429376602173,1.9187593460083008,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.0971413403749466,1.9345340728759766,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.001948853489011526,1.9042367935180664,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.05824378505349159,1.9063009023666382,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.08429858833551407,1.919618844985962,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.2058083415031433,1.9400376081466675,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.1844550371170044,1.9332261085510254,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.01430517341941595,1.9006115198135376,0,3,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.0012288688449189067,1.9109457731246948,1,3,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,4.324284600443207e-05,1.8537142276763916,2,3,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,8.088046160992235e-05,1.854058027267456,3,3,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.003431447548791766,1.8561663627624512,0,4,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.0007623936398886144,1.8540122509002686,1,4,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.1337158977985382,1.9369899034500122,2,4,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.06360161304473877,1.8816512823104858,3,4,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,6.694085829701191e-22,1.8536312580108643,0,5,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,3.1055366611631996e-12,1.8536312580108643,1,5,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,0.4905471205711365,1.8582801818847656,2,5,14067712,EleutherAI/pythia-14m,step133000,133000
She overcame a block. ,She had a writer's block.,block,active,V,N,block, overcame,1.0788815350273265e-15,1.85464608669281,3,5,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.45413872599601746,1.597168207168579,0,0,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.013302536681294441,1.582192063331604,1,0,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.41464942693710327,1.5921292304992676,2,0,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.06343407183885574,1.5952885150909424,3,0,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.004008424933999777,1.565330147743225,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.14519236981868744,1.594527244567871,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.11619284003973007,1.6013736724853516,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.0006106572109274566,1.5064384937286377,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.22188083827495575,1.5956333875656128,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.11385239660739899,1.5604273080825806,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.37656375765800476,1.6022861003875732,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.3102501332759857,1.5935951471328735,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.11029332876205444,1.560958743095398,0,3,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.11765873432159424,1.5899829864501953,1,3,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.011788344010710716,1.5125253200531006,2,3,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.021760307252407074,1.5280773639678955,3,3,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.0022530725691467524,1.5527898073196411,0,4,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,1.0677018735805177e-06,1.5002232789993286,1,4,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.1396254599094391,1.5976922512054443,2,4,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.6599804759025574,1.5705310106277466,3,4,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,1.3078031436276848e-21,1.5002226829528809,0,5,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,1.3921524430172398e-21,1.5002226829528809,1,5,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,0.9966310858726501,1.5012342929840088,2,5,14067712,EleutherAI/pythia-14m,step133000,133000
He collected his blood.,He has coagulated blood.,blood,active,V,N,blood, collected,1.1751442886046126e-31,1.5002226829528809,3,5,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.1862218677997589,1.7818841934204102,0,0,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.0017773694125935435,1.7640514373779297,1,0,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.2890303134918213,1.772555947303772,2,0,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.7195368409156799,1.751114845275879,3,0,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.0029006486292928457,1.7605984210968018,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.14824366569519043,1.7765390872955322,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.1987750381231308,1.7847868204116821,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.00017547921743243933,1.69484543800354,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.23392708599567413,1.7783222198486328,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.12789571285247803,1.7433192729949951,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.32100600004196167,1.7840325832366943,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.17383073270320892,1.7681500911712646,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.024625597521662712,1.7096214294433594,0,3,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.05536046251654625,1.7467308044433594,1,3,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.0007852953276596963,1.6933996677398682,2,3,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.0018135766731575131,1.6956117153167725,3,3,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.002226568292826414,1.7608985900878906,0,4,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,1.4480161780738854e-06,1.6914052963256836,1,4,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.20065878331661224,1.7799451351165771,2,4,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.3934764862060547,1.7585601806640625,3,4,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,1.1019389927701727e-17,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,8.864911582584512e-10,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,0.9906315207481384,1.6939475536346436,2,5,14067712,EleutherAI/pythia-14m,step133000,133000
He injected his blood. ,He has thin blood.,blood,active,V,N,blood, injected,6.788860711582973e-18,1.6914043426513672,3,5,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.41574499011039734,1.7802114486694336,0,0,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.018747031688690186,1.7655181884765625,1,0,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.09643110632896423,1.7594010829925537,2,0,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.049957167357206345,1.775946855545044,3,0,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.003334874752908945,1.7466570138931274,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.14396771788597107,1.7763803005218506,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.09473888576030731,1.7820336818695068,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.0003893192915711552,1.706840991973877,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.48495858907699585,1.774540901184082,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.07937999069690704,1.7394250631332397,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.5091455578804016,1.775324821472168,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.4736604392528534,1.7740579843521118,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.5151856541633606,1.7658770084381104,0,3,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.30781447887420654,1.7765648365020752,1,3,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.3994264602661133,1.759793758392334,2,3,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.42854025959968567,1.7631452083587646,3,3,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.10803843289613724,1.744972825050354,0,4,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.0049822693690657616,1.6927623748779297,1,4,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.15993580222129822,1.7777371406555176,2,4,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.9306178689002991,1.7092026472091675,3,4,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,1.2952719430359139e-07,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,3.5135151676968235e-08,1.6914044618606567,1,5,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,0.26148393750190735,1.7454564571380615,2,5,14067712,EleutherAI/pythia-14m,step133000,133000
He claimed his blood. ,He has noble blood.,blood,active,V,N,blood, claimed,4.2305415721291545e-20,1.6914043426513672,3,5,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.40021947026252747,1.7808218002319336,0,0,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.04109780862927437,1.7673487663269043,1,0,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.4134129583835602,1.7739018201828003,2,0,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.034260548651218414,1.7750287055969238,3,0,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.011695785447955132,1.7528796195983887,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.13275407254695892,1.7759249210357666,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.09550143033266068,1.7813668251037598,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,9.575367585057393e-05,1.6951570510864258,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.5319985747337341,1.7713804244995117,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.08493167906999588,1.7424849271774292,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.5502814650535583,1.7719526290893555,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.5850120186805725,1.765939712524414,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.5232524275779724,1.7667793035507202,0,3,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.38733938336372375,1.7720953226089478,1,3,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.427633136510849,1.7605936527252197,2,3,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.5072044134140015,1.762650966644287,3,3,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.07357580214738846,1.7144501209259033,0,4,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.006615392863750458,1.6932047605514526,1,4,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.26056405901908875,1.7804228067398071,2,4,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.9967730045318604,1.692285180091858,3,4,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,9.397056917326285e-12,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,3.872795695247788e-10,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,0.8326975107192993,1.730090618133545,2,5,14067712,EleutherAI/pythia-14m,step133000,133000
He denied his blood. ,He has royal blood.,blood,active,V,N,blood, denied,1.7699177356884087e-22,1.6914043426513672,3,5,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.25837692618370056,1.5885899066925049,0,0,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.013846436515450478,1.5916025638580322,1,0,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.34959766268730164,1.6018016338348389,2,0,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.48199743032455444,1.5912606716156006,3,0,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.02143395133316517,1.5206395387649536,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.19007742404937744,1.580498456954956,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.1143060252070427,1.5930731296539307,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,2.799955109367147e-05,1.5179390907287598,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.05507301166653633,1.5651042461395264,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.1643059104681015,1.5693362951278687,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.2618798613548279,1.6012535095214844,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.12256159633398056,1.5969949960708618,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.027995949611067772,1.5904651880264282,0,3,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.00028648681472986937,1.5886845588684082,1,3,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,1.563117439218331e-05,1.5377671718597412,2,3,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,2.2548703782376833e-05,1.544934630393982,3,3,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.001500529469922185,1.5765197277069092,0,4,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,1.6825028126277175e-07,1.547062635421753,1,4,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.5685024857521057,1.5880460739135742,2,4,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,0.026595760136842728,1.520106554031372,3,4,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,3.7476247639252285e-33,1.500260829925537,0,5,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,2.545051454322685e-35,1.5002458095550537,1,5,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,1.0,1.5002226829528809,2,5,14067712,EleutherAI/pythia-14m,step133000,133000
She joined the board.,It was the school board.,board,active,V,N,board, joined,7.501142040054787e-30,1.5002226829528809,3,5,14067712,EleutherAI/pythia-14m,step133000,133000
She fired the board. ,It was the executive board.,board,active,V,N,board, fired,0.3433552384376526,1.773445963859558,0,0,14067712,EleutherAI/pythia-14m,step133000,133000
She fired the board. ,It was the executive board.,board,active,V,N,board, fired,0.31661707162857056,1.78244948387146,1,0,14067712,EleutherAI/pythia-14m,step133000,133000
She fired the board. ,It was the executive board.,board,active,V,N,board, fired,0.20122571289539337,1.782520055770874,2,0,14067712,EleutherAI/pythia-14m,step133000,133000
She fired the board. ,It was the executive board.,board,active,V,N,board, fired,0.7607206702232361,1.7438995838165283,3,0,14067712,EleutherAI/pythia-14m,step133000,133000
She fired the board. ,It was the executive board.,board,active,V,N,board, fired,0.007011296693235636,1.715370774269104,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
She fired the board. ,It was the executive board.,board,active,V,N,board, fired,0.12791100144386292,1.7551839351654053,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
She fired the board. ,It was the executive board.,board,active,V,N,board, fired,0.08377712219953537,1.7793350219726562,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
She fired the board. ,It was the executive board.,board,active,V,N,board, fired,0.00036695273593068123,1.7090107202529907,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
She fired the board. ,It was the executive board.,board,active,V,N,board, fired,0.2753084897994995,1.772085428237915,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
She fired the board. ,It was the executive board.,board,active,V,N,board, fired,0.0981079638004303,1.7425048351287842,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
She fired the board. ,It was the executive board.,board,active,V,N,board, fired,0.33028724789619446,1.7819633483886719,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
She fired the board. ,It was the executive board.,board,active,V,N,board, fired,0.32015058398246765,1.7810280323028564,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
