sentence,Head,Layer,Attention,n_params,mpath,revision,step
It was a challenging drill.,1,2,0.710137128829956,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,2,2,0.3610243797302246,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,3,2,0.26880666613578796,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,0,3,0.19602344930171967,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,1,3,0.2976618707180023,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,2,3,0.13081832230091095,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,3,3,0.1495640128850937,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,0,4,0.2725001871585846,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,1,4,0.19251999258995056,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,2,4,0.35760003328323364,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,3,4,0.24761608242988586,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,0,5,0.2832762897014618,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,1,5,0.22644071280956268,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,2,5,0.33361563086509705,14067712,EleutherAI/pythia-14m,step31000,31000
It was a challenging drill.,3,5,0.3942336142063141,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,0,0,0.23175184428691864,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,1,0,0.4255276322364807,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,2,0,0.16861242055892944,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,3,0,0.2991434335708618,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,0,1,0.3511776924133301,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,1,1,0.382447212934494,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,2,1,0.311899334192276,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,3,1,0.0949535220861435,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,0,2,0.3794989287853241,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,1,2,0.7233107686042786,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,2,2,0.3593422472476959,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,3,2,0.23429588973522186,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,0,3,0.17745690047740936,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,1,3,0.3038899004459381,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,2,3,0.12729424238204956,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,3,3,0.14741475880146027,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,0,4,0.24207906424999237,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,1,4,0.1848229169845581,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,2,4,0.25900179147720337,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,3,4,0.20591460168361664,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,0,5,0.27669739723205566,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,1,5,0.22551949322223663,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,2,5,0.2720823884010315,14067712,EleutherAI/pythia-14m,step31000,31000
It was an electric drill.,3,5,0.2568306624889374,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,0,0,0.2272942215204239,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,1,0,0.38586151599884033,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,2,0,0.16963377594947815,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,3,0,0.2757259011268616,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,0,1,0.4002598524093628,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,1,1,0.3389405310153961,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,2,1,0.23056508600711823,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,3,1,0.08015255630016327,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,0,2,0.3540194630622864,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,1,2,0.7286425232887268,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,2,2,0.26488596200942993,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,3,2,0.177779883146286,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,0,3,0.15288881957530975,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,1,3,0.22369983792304993,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,2,3,0.09442581981420517,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,3,3,0.10693632811307907,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,0,4,0.21295711398124695,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,1,4,0.14339587092399597,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,2,4,0.314831405878067,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,3,4,0.24081064760684967,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,0,5,0.21520492434501648,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,1,5,0.16607949137687683,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,2,5,0.3164317011833191,14067712,EleutherAI/pythia-14m,step31000,31000
It was a multiple-choice examination.,3,5,0.14317350089550018,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,0,0,0.2685457766056061,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,1,0,0.3751043975353241,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,2,0,0.16659143567085266,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,3,0,0.3485395312309265,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,0,1,0.30110031366348267,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,1,1,0.33429017663002014,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,2,1,0.39267221093177795,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,3,1,0.1252937614917755,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,0,2,0.40494784712791443,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,1,2,0.6969760060310364,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,2,2,0.3477550148963928,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,3,2,0.2857634723186493,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,0,3,0.18354366719722748,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,1,3,0.32251960039138794,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,2,3,0.1309647113084793,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,3,3,0.14960746467113495,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,0,4,0.27698764204978943,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,1,4,0.18308435380458832,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,2,4,0.3417856991291046,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,3,4,0.26955634355545044,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,0,5,0.2000489979982376,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,1,5,0.20987315475940704,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,2,5,0.4062078595161438,14067712,EleutherAI/pythia-14m,step31000,31000
It was a difficult examination.,3,5,0.20031900703907013,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,0,0,0.30245667695999146,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,1,0,0.32661113142967224,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,2,0,0.1850559264421463,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,3,0,0.3664664924144745,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,0,1,0.30678698420524597,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,1,1,0.3796135485172272,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,2,1,0.3164973258972168,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,3,1,0.041592471301555634,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,0,2,0.383647084236145,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,1,2,0.7060644030570984,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,2,2,0.3401660621166229,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,3,2,0.24060653150081635,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,0,3,0.1843395233154297,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,1,3,0.2732071578502655,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,2,3,0.13088637590408325,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,3,3,0.14952412247657776,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,0,4,0.26108065247535706,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,1,4,0.18215619027614594,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,2,4,0.2808278501033783,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,3,4,0.22686190903186798,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,0,5,0.21028414368629456,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,1,5,0.21360944211483002,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,2,5,0.32959696650505066,14067712,EleutherAI/pythia-14m,step31000,31000
It was a prostate examination.,3,5,0.39805832505226135,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,0,0,0.22772179543972015,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,1,0,0.29923757910728455,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,2,0,0.2005520612001419,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,3,0,0.31136903166770935,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,0,1,0.275521844625473,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,1,1,0.3491729497909546,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,2,1,0.22046220302581787,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,3,1,0.06201248988509178,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,0,2,0.31253865361213684,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,1,2,0.7138740420341492,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,2,2,0.3664286732673645,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,3,2,0.21384254097938538,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,0,3,0.18717734515666962,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,1,3,0.28765997290611267,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,2,3,0.198251411318779,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,3,3,0.19983652234077454,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,0,4,0.23140962421894073,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,1,4,0.19641023874282837,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,2,4,0.26984086632728577,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,3,4,0.21135173738002777,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,0,5,0.19710798561573029,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,1,5,0.21346035599708557,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,2,5,0.3175557553768158,14067712,EleutherAI/pythia-14m,step31000,31000
They had an electric fan.,3,5,0.4000135362148285,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,0,0,0.2547975480556488,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,1,0,0.2945042550563812,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,2,0,0.2093443125486374,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,3,0,0.265095591545105,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,0,1,0.29790693521499634,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,1,1,0.39378970861434937,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,2,1,0.26514115929603577,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,3,1,0.07041767239570618,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,0,2,0.320183128118515,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,1,2,0.7116112112998962,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,2,2,0.36266112327575684,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,3,2,0.22192859649658203,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,0,3,0.19689954817295074,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,1,3,0.26039162278175354,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,2,3,0.1983901709318161,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,3,3,0.1998642235994339,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,0,4,0.23096327483654022,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,1,4,0.2082190364599228,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,2,4,0.3005950450897217,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,3,4,0.23060499131679535,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,0,5,0.35986533761024475,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,1,5,0.20933976769447327,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,2,5,0.3327198922634125,14067712,EleutherAI/pythia-14m,step31000,31000
They had a ceiling fan.,3,5,0.21394303441047668,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,0,0,0.15067030489444733,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,1,0,0.18553993105888367,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,2,0,0.19410786032676697,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,3,0,0.31551599502563477,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,0,1,0.2829204201698303,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,1,1,0.3456808924674988,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,2,1,0.182712122797966,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,3,1,0.059679917991161346,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,0,2,0.31024837493896484,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,1,2,0.7343591451644897,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,2,2,0.31233665347099304,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,3,2,0.17961546778678894,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,0,3,0.17510460317134857,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,1,3,0.2623518407344818,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,2,3,0.165570929646492,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,3,3,0.16657701134681702,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,0,4,0.20322105288505554,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,1,4,0.1679750680923462,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,2,4,0.22588734328746796,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,3,4,0.2090463638305664,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,0,5,0.16366681456565857,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,1,5,0.1898306906223297,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,2,5,0.27706247568130493,14067712,EleutherAI/pythia-14m,step31000,31000
They had a zealous fan.,3,5,0.1719072461128235,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,0,0,0.17765989899635315,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,1,0,0.30121538043022156,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,2,0,0.1780775636434555,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,3,0,0.24686689674854279,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,0,1,0.35245561599731445,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,1,1,0.3480786085128784,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,2,1,0.15216080844402313,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,3,1,0.023423809558153152,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,0,2,0.30970698595046997,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,1,2,0.7012959718704224,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,2,2,0.36247408390045166,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,3,2,0.20641694962978363,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,0,3,0.19115875661373138,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,1,3,0.21590876579284668,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,2,3,0.19960163533687592,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,3,3,0.1999799907207489,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,0,4,0.2538629472255707,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,1,4,0.21029701828956604,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,2,4,0.34906572103500366,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,3,4,0.2557889521121979,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,0,5,0.19322124123573303,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,1,5,0.2047898769378662,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,2,5,0.34897953271865845,14067712,EleutherAI/pythia-14m,step31000,31000
She had a text file.,3,5,0.4164329469203949,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,0,0,0.19058233499526978,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,1,0,0.33194366097450256,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,2,0,0.1939273178577423,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,3,0,0.28670069575309753,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,0,1,0.3689318001270294,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,1,1,0.3390190303325653,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,2,1,0.1325974464416504,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,3,1,0.03349103033542633,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,0,2,0.2868068814277649,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,1,2,0.6921262145042419,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,2,2,0.36601966619491577,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,3,2,0.21010319888591766,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,0,3,0.19665877521038055,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,1,3,0.22260358929634094,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,2,3,0.1996736377477646,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,3,3,0.19999989867210388,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,0,4,0.24308037757873535,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,1,4,0.2143172323703766,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,2,4,0.350739449262619,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,3,4,0.2408246099948883,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,0,5,0.1921158879995346,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,1,5,0.19725516438484192,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,2,5,0.3268957734107971,14067712,EleutherAI/pythia-14m,step31000,31000
She had a data file.,3,5,0.4026104509830475,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,0,0,0.19660398364067078,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,1,0,0.28207120299339294,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,2,0,0.18460749089717865,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,3,0,0.237690731883049,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,0,1,0.2778496742248535,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,1,1,0.3573215901851654,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,2,1,0.1362009346485138,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,3,1,0.03826848790049553,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,0,2,0.3122316300868988,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,1,2,0.696845531463623,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,2,2,0.3442417085170746,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,3,2,0.21852360665798187,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,0,3,0.19461633265018463,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,1,3,0.21596916019916534,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,2,3,0.19959712028503418,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,3,3,0.1999802589416504,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,0,4,0.22479979693889618,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,1,4,0.2094969004392624,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,2,4,0.28600239753723145,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,3,4,0.2189561426639557,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,0,5,0.1964351385831833,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,1,5,0.20620489120483398,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,2,5,0.3181900084018707,14067712,EleutherAI/pythia-14m,step31000,31000
She had a nail file.,3,5,0.3753211200237274,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,0,0,0.25692492723464966,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,1,0,0.335536390542984,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,2,0,0.12723609805107117,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,3,0,0.2621033191680908,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,0,1,0.3332570195198059,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,1,1,0.36365222930908203,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,2,1,0.359978049993515,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,3,1,0.027133291587233543,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,0,2,0.36285123229026794,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,1,2,0.7084137797355652,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,2,2,0.35585352778434753,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,3,2,0.23698821663856506,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,0,3,0.179850235581398,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,1,3,0.2853766679763794,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,2,3,0.1275918334722519,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,3,3,0.1475047469139099,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,0,4,0.26372575759887695,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,1,4,0.1890948861837387,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,2,4,0.29820916056632996,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,3,4,0.2661541998386383,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,0,5,0.23389558494091034,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,1,5,0.21516786515712738,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,2,5,0.3268950879573822,14067712,EleutherAI/pythia-14m,step31000,31000
It was an action film.,3,5,0.39864784479141235,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,0,0,0.2283099889755249,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,1,0,0.27082324028015137,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,2,0,0.14541886746883392,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,3,0,0.2052580565214157,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,0,1,0.32118454575538635,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,1,1,0.34845584630966187,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,2,1,0.3665711283683777,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,3,1,0.05477000027894974,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,0,2,0.39269572496414185,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,1,2,0.735389232635498,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,2,2,0.31186091899871826,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,3,2,0.2109384834766388,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,0,3,0.19140920042991638,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,1,3,0.3620873689651489,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,2,3,0.10949172079563141,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,3,3,0.12472458928823471,14067712,EleutherAI/pythia-14m,step31000,31000
It was a censored film.,0,4,0.24595946073532104,14067712,EleutherAI/pythia-14m,step31000,31000
