sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,seed_name,seed,step
He has thin blood.,blood,blood, thin,0.2922080159187317,1.6024906635284424,0,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has thin blood.,blood,blood, thin,2.0200830483201038e-13,1.5002226829528809,1,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has thin blood.,blood,blood, thin,2.0938389758330287e-17,1.502165675163269,2,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has thin blood.,blood,blood, thin,1.7046543357448715e-15,1.500675916671753,3,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.023499002680182457,1.5706439018249512,0,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.0017049930756911635,1.5128980875015259,1,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.12020281702280045,1.5860127210617065,2,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.2504046857357025,1.601847767829895,3,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.02626742050051689,1.5118271112442017,0,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.48191341757774353,1.5850781202316284,1,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.3385704755783081,1.577629804611206,2,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.27106785774230957,1.599185824394226,3,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.2068522572517395,1.5584681034088135,0,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.2166881263256073,1.601747751235962,1,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,5.9882613641093485e-06,1.5839701890945435,2,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.27369850873947144,1.5734370946884155,3,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.19767367839813232,1.5750737190246582,0,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.13304223120212555,1.5980286598205566,1,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.13392001390457153,1.596327304840088,2,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.8679404854774475,1.5358256101608276,3,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.004867045674473047,1.5735583305358887,0,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.1711498498916626,1.6036205291748047,1,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,3.4977983887074515e-05,1.5746592283248901,2,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,3.3757626169972355e-06,1.5765857696533203,3,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,0.1853911131620407,1.6019736528396606,0,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,3.0261268480196585e-14,1.5002230405807495,1,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,5.539523307836018e-14,1.508392095565796,2,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He has noble blood.,blood,blood, noble,2.0045969410865202e-17,1.5011792182922363,3,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.13997536897659302,1.9417707920074463,0,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.002205882454290986,1.8779823780059814,1,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.04478135704994202,1.9136312007904053,2,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.058299820870161057,1.9293437004089355,3,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.002234174869954586,1.8719348907470703,0,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.13630563020706177,1.923405647277832,1,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.21111942827701569,1.9185974597930908,2,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.15110532939434052,1.941541075706482,3,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.06353563815355301,1.9259284734725952,0,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.08596961200237274,1.93868887424469,1,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,1.4461646324903654e-09,1.9259955883026123,2,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.030904101207852364,1.890296220779419,3,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.0696064680814743,1.933372139930725,0,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.0742872804403305,1.9382766485214233,1,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.0763239711523056,1.9401295185089111,2,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.4739406108856201,1.8895485401153564,3,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.009875967167317867,1.9237290620803833,0,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.12111344933509827,1.9399726390838623,1,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.0012327611912041903,1.9170479774475098,2,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,6.315817881841213e-05,1.9166873693466187,3,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.1115303635597229,1.9385457038879395,0,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,0.4858193099498749,1.8605436086654663,1,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,3.802497303695418e-05,1.9208847284317017,2,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the ironing board.,board,board, ironing,1.6501547307409825e-12,1.892092227935791,3,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.21855223178863525,1.7852766513824463,0,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.03843741863965988,1.7260863780975342,1,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.06765303015708923,1.7655880451202393,2,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.4272289574146271,1.779581069946289,3,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.11220916360616684,1.7338604927062988,0,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.9007033705711365,1.7163405418395996,1,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.5885860919952393,1.7615375518798828,2,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.4274345338344574,1.780795693397522,3,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.08123871684074402,1.7680788040161133,0,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.142489954829216,1.781442642211914,1,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,9.320908702648012e-07,1.764389991760254,2,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.1725912094116211,1.7594480514526367,3,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.1016119197010994,1.776407241821289,0,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.2699328362941742,1.784545660018921,1,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.15253253281116486,1.786880612373352,2,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.9050610661506653,1.7153520584106445,3,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.008965261280536652,1.7649438381195068,0,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.38004469871520996,1.7829976081848145,1,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,4.792875188286416e-05,1.7611982822418213,2,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,1.659666963860218e-06,1.7605962753295898,3,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.27913954854011536,1.7836673259735107,0,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,0.35040393471717834,1.7551721334457397,1,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,3.228318501413696e-09,1.7559689283370972,2,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the wooden board.,board,board, wooden,4.207866897260569e-14,1.7340060472488403,3,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.734491765499115,1.7490049600601196,0,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.06561314314603806,1.7310941219329834,1,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.16422252357006073,1.7724156379699707,2,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.17547446489334106,1.781299114227295,3,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.030673248693346977,1.7077386379241943,0,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.6373701691627502,1.7606511116027832,1,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.3179917633533478,1.7595207691192627,2,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.30194398760795593,1.784544825553894,3,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.1394653171300888,1.7721903324127197,0,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.1442112922668457,1.7801764011383057,1,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,1.2021129123240826e-06,1.7562026977539062,2,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.10125844180583954,1.7474045753479004,3,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.05405696481466293,1.7737128734588623,0,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.23433585464954376,1.785584568977356,1,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.10942161828279495,1.7855210304260254,2,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.9010140299797058,1.7162914276123047,3,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.008559883572161198,1.7665497064590454,0,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.2772303521633148,1.785078763961792,1,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,4.94061823701486e-05,1.762160301208496,2,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,2.7577054879657226e-06,1.7617369890213013,3,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.13964435458183289,1.7836793661117554,0,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,0.4067566394805908,1.759263277053833,1,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,1.5181168544486923e-09,1.765724539756775,2,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
It was the executive board.,board,board, executive,1.1724639585014682e-15,1.7463070154190063,3,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.17694541811943054,2.076974868774414,0,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.006615295074880123,2.0075197219848633,1,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.09762146323919296,2.07399320602417,2,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.11994412541389465,2.0717196464538574,3,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.0002172170497942716,1.9944684505462646,0,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.03046710602939129,2.031214714050293,1,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.11006578803062439,2.055075168609619,2,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.11874272674322128,2.0755081176757812,3,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.09306158870458603,2.068232774734497,0,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.12315800040960312,2.077785015106201,1,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.00319699477404356,2.052133321762085,2,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.0739479511976242,2.0512022972106934,3,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.060397014021873474,2.061279296875,0,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.13362938165664673,2.07682728767395,1,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.08515371382236481,2.0756947994232178,2,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.31043505668640137,2.0370631217956543,3,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.010290692560374737,2.0556716918945312,0,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.13039585947990417,2.0734546184539795,1,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.00035173617652617395,2.04150652885437,2,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,2.6127599994651973e-05,2.038586378097534,3,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,0.1763172447681427,2.0730113983154297,0,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,2.4637861195664357e-11,1.9943008422851562,1,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,4.514516473326513e-13,2.0002591609954834,2,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a best-selling book.,book,book, best-selling,4.473285179502472e-15,1.9944499731063843,3,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.5525907874107361,1.7721582651138306,0,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.0034320082049816847,1.7035703659057617,1,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.09274383634328842,1.7841219902038574,2,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.021813100203871727,1.7776930332183838,3,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.003288915613666177,1.6924763917922974,0,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.2033112794160843,1.7496131658554077,1,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.39832669496536255,1.7727336883544922,2,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.2320483773946762,1.787024736404419,3,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.1424541473388672,1.7713603973388672,0,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.24237912893295288,1.7857098579406738,1,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,1.8270409327669768e-06,1.7408183813095093,2,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.24250362813472748,1.7611563205718994,3,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.19352996349334717,1.7758110761642456,0,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.30969545245170593,1.7863497734069824,1,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.19138363003730774,1.7870433330535889,2,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.7654596567153931,1.743246078491211,3,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.011506732553243637,1.7636579275131226,0,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.2103169858455658,1.7838332653045654,1,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.0005066372686997056,1.749283790588379,2,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,5.566877734963782e-05,1.7467238903045654,3,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,0.38319894671440125,1.782718300819397,0,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,1.734105036046193e-15,1.691405177116394,1,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,2.8096277247869092e-18,1.7013858556747437,2,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a popular book.,book,book, popular,7.221264413711393e-18,1.6916102170944214,3,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.023108793422579765,1.7801493406295776,0,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.00017275274149142206,1.7027733325958252,1,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.07421628385782242,1.783494472503662,2,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.07692236453294754,1.780390977859497,3,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.41810309886932373,1.7596993446350098,0,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.04916847497224808,1.7300660610198975,1,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.3323276937007904,1.7672219276428223,2,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.18441297113895416,1.786771535873413,3,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.08233755826950073,1.7625422477722168,0,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.16054320335388184,1.7838447093963623,1,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,2.7973531047109645e-08,1.7591922283172607,2,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.15380816161632538,1.7577978372573853,3,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.08143819123506546,1.763431191444397,0,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.1389826238155365,1.7825846672058105,1,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.12421528995037079,1.785905361175537,2,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.7746316194534302,1.741666316986084,3,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.006052190437912941,1.7630810737609863,0,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.13552342355251312,1.7792226076126099,1,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,9.241037332685664e-05,1.7475043535232544,2,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,5.974507530481787e-06,1.7448712587356567,3,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,0.19425402581691742,1.7831284999847412,0,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,5.149164081230673e-12,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,1.4929317586875035e-20,1.6962487697601318,2,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
He had a heavy book.,book,book, heavy,7.19271411977276e-20,1.6915431022644043,3,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.2075011134147644,1.9399745464324951,0,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.002972427988424897,1.8718644380569458,1,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.14063850045204163,1.9408361911773682,2,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.05181717872619629,1.9253286123275757,3,0,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.004393105860799551,1.8562004566192627,0,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.10654108226299286,1.9244481325149536,1,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.2499169260263443,1.927304983139038,2,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.09479255974292755,1.9407167434692383,3,1,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.13345758616924286,1.9266345500946045,0,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.1055145412683487,1.9400951862335205,1,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,7.140423804230522e-06,1.8650431632995605,2,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.04842355102300644,1.887091875076294,3,2,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.13966795802116394,1.9412305355072021,0,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.08694461733102798,1.9422476291656494,1,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.06603987514972687,1.9384946823120117,2,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.45687320828437805,1.8924708366394043,3,3,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.019534699618816376,1.9246147871017456,0,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.12223349511623383,1.941755771636963,1,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.006901463493704796,1.922727108001709,2,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.0023929004091769457,1.9223289489746094,3,4,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.02214120700955391,1.9163012504577637,0,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,0.007964548654854298,1.868599772453308,1,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
They ate a pancake breakfast.,breakfast,breakfast, pancake,6.614133241100717e-08,1.9134396314620972,2,5,14067712,EleutherAI/pythia-14m,step86000,seed4,4,86000
