"","sentence","word","string","disambiguating_word","mpath","revision","seed_name","seed","step","0_1","1_1","2_1","3_1","0_2","1_2","2_2","3_2","0_3","1_3","2_3","3_3","0_4","1_4","2_4","3_4","0_5","1_5","2_5","3_5","0_6","1_6","2_6","3_6"
"118","He was on the firm ground.","ground","ground","firm","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00746684754267334,0.195393845438957,0.00040930826799012,0.0440556034445763,0.101027861237526,0.0113802710548043,7.47766534914263e-06,0.013229233212769,0.890095412731171,0.314948230981827,0.151943668723106,0.0429808832705021,3.4301294249417e-07,0.0228439159691334,2.33052269322798e-05,0.0957142114639282,0.0227309633046389,9.4857921340008e-07,6.87180943259591e-08,2.70690825310282e-09,1.39054190384513e-08,0.0341295562684536,7.47392277844483e-07,1.7381400627789e-16
"119","He was on the frozen ground.","ground","ground","frozen","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.052189614623785,0.165266245603561,0.0163657087832689,0.370505571365357,0.134754315018654,0.0295252241194248,1.85509364314385e-07,0.0764805898070335,0.943966150283814,0.201977878808975,0.201908141374588,0.0468870364129543,3.58291259772159e-07,0.0420921631157398,0.0002316526370123,0.286379635334015,0.349589169025421,4.22046241510543e-06,8.93655624167877e-07,3.25655982180706e-08,0.637573301792145,0.0439269095659256,0.999972581863403,1.13508672387974e-15
"120","He was on the camp ground.","ground","ground","camp","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00099797802977263,0.090859167277813,0.00659004412591457,0.289171874523163,0.182148560881615,0.017295490950346,3.05837893392891e-05,0.0370679646730423,0.915158689022064,0.343832045793533,0.162043541669846,0.0322951562702656,8.88681928046253e-09,0.0125063201412559,0.00018461428408045,0.122597843408585,0.341604471206665,3.05132266475994e-06,2.81658032008636e-07,8.02936540367227e-07,1.40593968467329e-07,5.82993152420386e-06,0.729400634765625,2.60724406813046e-15
"121","They liked the night guard.","guard","guard","night","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.836073279380798,0.617733776569366,0.00717743579298257,0.102690435945988,0.155996277928352,0.0353001318871975,1.36642893266981e-05,0.0169380810111761,0.921337068080902,0.190381735563278,0.215106889605522,0.0591592006385326,4.6774424333762e-08,0.0799135118722916,0.00015319949307013,0.0677515640854836,0.32683539390564,2.91392829865345e-08,3.7607761349534e-09,0.00064457865664735,1.45242813331947e-08,0.00017735993606038,5.23005958541489e-08,3.94533365510935e-21
"122","They liked the security guard.","guard","guard","security","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.616727828979492,0.277379423379898,0.00771934818476438,0.049587793648243,0.176495492458344,0.228365704417229,0.0107147293165326,0.011521047912538,0.929522454738617,0.49044668674469,0.225320398807526,0.0535009987652302,0.00018874002853408,0.0640423521399498,0.00022056381567381,0.0292047988623381,0.00208548828959465,1.85483600034786e-07,2.32754384654754e-08,2.6543480302621e-08,1.4195607356271e-08,0.00061003357404842,0.999986410140991,2.51373771244718e-22
"123","They liked the coast guard.","guard","guard","coast","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.157369554042816,0.393585473299026,0.0493673458695412,0.00958754494786262,0.352335810661316,0.0465319640934467,0.00081853644223883,0.0384742729365826,0.92816424369812,0.237355977296829,0.168638557195663,0.0377253666520119,8.62245360622182e-06,0.0241693705320358,0.00028567752451635,0.0295617152005434,0.940926194190979,7.13771655114215e-08,1.2099940605026e-08,1.50387393205165e-06,6.94280544166759e-08,3.18706006510183e-05,0.872171938419342,3.8157948285822e-20
"124","He had an assembly guide.","guide","guide","assembly","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0577270016074181,0.299801379442215,0.00613420037552714,0.0428306832909584,0.139116764068604,0.0833204090595245,0.00169029098469764,0.0907261520624161,0.890904903411865,0.330706715583801,0.23697130382061,0.0614955462515354,3.63667282954339e-07,0.0136444177478552,7.29920575395226e-05,0.0705963149666786,0.0378675945103168,3.61373105918494e-12,3.94727165450165e-13,3.21327797792037e-06,1.54456174641382e-05,0.130498841404915,0.999924540519714,4.89707900896974e-08
"125","He had a TV guide.","guide","guide","TV","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0471700765192509,0.54729813337326,0.00029842770891264,0.235806956887245,0.0512716248631477,0.0684625133872032,1.59480478032492e-05,0.032482136040926,0.864012360572815,0.387187600135803,0.236510679125786,0.0570629723370075,5.16294100805226e-08,0.0363065749406815,7.33323249733075e-05,0.166532292962074,0.0077487495727837,6.94755919461443e-10,1.72163602818465e-11,0.00011001642997143,1.70239061958455e-07,3.21918705594726e-05,1,1.07778221902777e-08
"126","He had a talkative guide.","guide","guide","talkative","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.034520473331213,0.0885865315794945,0.00408140243962407,0.0492718853056431,0.120979189872742,0.0724525228142738,0.00044154780334793,0.0344311594963074,0.481139838695526,0.172057926654816,0.20706370472908,0.0894183814525604,2.53792131843511e-06,0.0263906382024288,0.0112443463876843,0.253756642341614,0.00031091598793864,0.00020265628700144,2.1530911908485e-05,9.64963078331493e-08,1.04487192231773e-08,0.00520117254927754,0.5,2.11264651606147e-11
"127","It was a summer home.","home","home","summer","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0150010352954268,0.323073357343674,0.0126875676214695,0.239489078521729,0.159763544797897,0.163188353180885,0.00041862647049129,0.0607835873961449,0.896634161472321,0.350683808326721,0.237023830413818,0.161473289132118,1.16476549294475e-07,0.100788697600365,0.00022252439521253,0.322042912244797,0.112398989498615,2.35169625995013e-08,1.97616767394493e-09,0.0053995125927031,0.00036630890099331,9.36831384024117e-06,1.7566495102983e-07,2.42300041142229e-10
"128","It was a childhood home.","home","home","childhood","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0452527292072773,0.289095163345337,0.00270681292749941,0.229139730334282,0.217851266264915,0.226383358240128,0.00473164161667227,0.0696553736925125,0.888482570648193,0.608613193035126,0.239725962281227,0.123318389058113,1.68426904565422e-05,0.0564104355871677,0.00020811664580833,0.258655488491058,0.218661218881607,2.02072829580402e-08,3.43110051481688e-09,0.0019477637251839,1.611190418771e-05,5.07364393342868e-06,0.295839756727219,8.19113440270192e-12
"129","It was a funeral home.","home","home","funeral","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0358126312494278,0.163264200091362,0.00078223983291536,0.155181303620338,0.258035033941269,0.0851016938686371,0.00136788794770836,0.200110673904419,0.936087310314178,0.790210545063019,0.268070250749588,0.0942952334880829,2.0021884594712e-08,0.165332555770874,0.00100859126541763,0.343014895915985,0.995712995529175,9.35803655011114e-07,7.94879397858495e-08,0.0106972511857748,0.012916773557663,7.01614953868557e-06,0.999783456325531,4.59418510179166e-11
"130","They had natural intelligence.","intelligence","intelligence","natural","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00250414013862609,0.51134729385376,0.0602553747594356,0.390898197889328,0.232120737433434,0.134090140461922,0.00043992264545522,0.382691919803619,0.83434647321701,0.185821309685707,0.192976295948029,0.0516050532460213,3.62789251084905e-06,0.0739272832870483,0.00430974271148443,0.314358741044998,0.00593251083046197,3.92562604645264e-08,6.68178401497244e-09,5.56452732780599e-07,1.493093843008e-10,1.35237560243695e-05,9.32390102625913e-12,1.07512706459069e-25
"131","They had innate intelligence.","intelligence","intelligence","innate","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00759512046352028,0.736348569393158,0.0684659630060196,0.112289384007454,0.215993240475655,0.100237920880318,0.00051420595264062,0.119247123599052,0.883173584938049,0.285764425992966,0.178872719407082,0.0538870245218277,2.10931840882722e-08,0.154356569051743,0.0009131688857451,0.590718924999237,0.0499404743313789,5.44974227523198e-07,4.79839172840002e-07,0.00086192408343777,2.26440803885453e-07,0.991378545761108,3.64581120848584e-09,5.56930245505262e-23
"132","They had classified intelligence.","intelligence","intelligence","classified","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.259897172451019,0.254745721817017,0.0765494331717491,0.410338222980499,0.241714626550674,0.175408080220222,8.38182822917588e-05,0.069822683930397,0.8879714012146,0.18179714679718,0.265448778867722,0.17781075835228,5.53887735676994e-09,0.172058552503586,0.00855291169136762,0.77909255027771,0.0136355888098478,9.09742266230751e-06,3.35037771037605e-06,4.65351695311256e-06,0.89105498790741,0.999988675117493,0.110471151769161,7.19851529250496e-18
"133","It was a sensitive issue.","issue","issue","sensitive","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0490384548902512,0.100089482963085,0.00100481905974447,0.207250311970711,0.227413326501846,0.0461333654820919,1.99863279704005e-05,0.0524441376328468,0.907307028770447,0.336083024740219,0.168422967195511,0.0536350086331367,2.7880635116162e-06,0.0574885383248329,3.89681808883324e-05,0.320309579372406,2.10382563636813e-06,6.06887817777846e-10,8.55897731161237e-12,8.11023085134366e-07,0.00066080596297979,0.275109440088272,8.51142680641237e-12,3.28712013220692e-17
"134","It was a political issue.","issue","issue","political","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0356022976338863,0.117569029331207,0.0007761733722873,0.232385084033012,0.13213412463665,0.0465084873139858,2.76204409601633e-05,0.155215829610825,0.884342908859253,0.228569403290749,0.164553165435791,0.0230270009487867,0.00018533882393967,0.0749294757843018,0.0002020221290877,0.114621438086033,0.118716396391392,1.41689184829374e-07,2.04359196231962e-09,7.32411499484442e-05,1.17322991599611e-12,6.57689156469132e-07,0.999994397163391,4.6398185838756e-20
"135","It was a weekly issue.","issue","issue","weekly","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00562537880614399,0.0412733368575573,0.0007751922821626,0.0151273896917701,0.10085978358984,0.0161200221627951,1.96897235582583e-06,0.0238886680454016,0.904540002346039,0.37085348367691,0.193222656846046,0.0916455313563347,5.82785287406296e-06,0.122021816670895,8.89651564648375e-05,0.266649931669235,0.265836745500565,2.99543251314205e-10,1.83237001960546e-11,0.0058897822163999,0.0289822351187468,0.554379761219025,0.00616763764992356,2.74413020084907e-10
"136","It was a blackberry jam.","jam","jam","blackberry","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0219999477267265,0.386393010616302,0.00219642114825546,0.467787742614746,0.114869311451912,0.0909394919872284,0.00347727141343057,0.00638967612758278,0.486075848340988,0.21478009223938,0.149033397436142,0.0193985067307949,1.31037506889697e-06,0.0248365812003612,0.00046381430001929,0.0710999667644501,0.00455191638320684,4.84103622966359e-07,3.39054153641882e-08,2.18595432670554e-05,2.8695969376713e-05,2.68418716586893e-05,0.00205096462741494,3.90027836416618e-11
"137","It was a peach jam.","jam","jam","peach","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0723688527941704,0.259297758340836,0.0100652677938342,0.271518915891647,0.161330237984657,0.0690857470035553,0.00240175821818411,0.0193012896925211,0.471578687429428,0.165948867797852,0.131379455327988,0.0190569311380386,9.3958985036835e-10,0.101209372282028,0.0021741040982306,0.112276926636696,0.0389733240008354,3.24778404170445e-09,5.50348100425424e-11,6.63222294861043e-07,0.143019825220108,0.109312862157822,0.144268468022346,0.00013509982090909
"138","It was a traffic jam.","jam","jam","traffic","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00232700118795037,0.613928318023682,0.0333760380744934,0.511621117591858,0.246178135275841,0.277015149593353,0.00645672716200351,0.00696311611682176,0.932816326618195,0.407925724983215,0.213458403944969,0.01970443315804,4.31243643106427e-06,0.0420370064675808,0.00224669929593801,0.207975551486015,0.493416845798492,2.83033955383871e-06,6.14495718309627e-07,2.40523240790935e-05,0.00246968981809914,4.04242746299133e-05,1,3.52183001051066e-15
"139","It was a duplicate key.","key","key","duplicate","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0110103255137801,0.215494468808174,0.00182313041295856,0.0463014617562294,0.220881208777428,0.0609950423240662,2.61570403381484e-05,0.0497258864343166,0.937558650970459,0.538876175880432,0.253619730472565,0.117835760116577,1.01139248727122e-05,0.0753717198967934,0.00032892802846617,0.204061344265938,0.00085190508980304,7.36778804633076e-10,1.34860846448537e-11,4.05913624490495e-06,0.0983658507466316,0.00183685950469225,0.00021239127090666,8.13904716778779e-06
"140","It was a master key.","key","key","master","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0216684713959694,0.186963990330696,0.0123797580599785,0.0506861731410026,0.314051687717438,0.0738434419035912,0.00331217283383011,0.382998824119568,0.915689051151276,0.468233436346054,0.226581603288651,0.0596545860171318,3.83368751499802e-06,0.109381169080734,0.00021689903223887,0.173598572611809,0.291552066802979,6.93333612744595e-10,1.18029397019881e-11,0.00029975303914397,1.29645258084565e-07,5.31502564626862e-07,0.99992835521698,1.56705909099691e-12
"141","It was a delete key.","key","key","delete","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00749551085755229,0.597146689891815,0.0259037520736456,0.295653194189072,0.219790488481522,0.120140984654427,1.11451936390949e-05,0.313064754009247,0.943097114562988,0.720158636569977,0.232096329331398,0.0485146380960941,4.97836660784401e-09,0.139210477471352,8.38013656903058e-05,0.275209754705429,0.640878558158875,7.49063744365231e-08,9.87112347416996e-09,0.0009228887502104,0.556379854679108,0.00424474896863102,0.999993205070496,3.41014705362852e-09
"142","They liked the marinated lamb.","lamb","lamb","marinated","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.406138479709625,0.0932085737586021,0.182861015200615,0.0155957918614149,0.205988168716431,0.0207789856940508,7.4885524554702e-06,0.010617820546031,0.478354096412659,0.0818384289741516,0.13579335808754,0.0271840021014213,1.730260947852e-07,0.104481533169746,0.00587280513718724,0.183089315891266,0.0594874806702137,6.72656187816756e-06,1.48432809510268e-06,3.55846530020187e-09,1.73472817550646e-05,0.499979704618454,0.499448031187057,1.13301757459083e-17
"143","They liked the grilled lamb.","lamb","lamb","grilled","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.273258030414581,0.56638115644455,0.142137780785561,0.583931088447571,0.303507447242737,0.0311708096414804,0.00091796484775841,0.0480250306427479,0.932666838169098,0.338926821947098,0.259680509567261,0.0536347553133964,5.56641043658601e-06,0.143304482102394,0.00224432442337274,0.331641972064972,0.0657658949494362,4.70817285531666e-05,5.95785468249233e-06,1.21553625831439e-07,0.0516980513930321,0.995166897773743,1,6.16441915416745e-14
"144","They liked the cute lamb.","lamb","lamb","cute","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.811866939067841,0.567014396190643,0.222338318824768,0.171963423490524,0.242373019456863,0.0317894704639912,1.47269620356383e-05,0.0219872184097767,0.910820245742798,0.177790477871895,0.231403410434723,0.0585301220417023,3.52184179064352e-05,0.184262350201607,0.0022951818536967,0.292525112628937,0.00131498486734926,1.51231251948047e-05,1.25516885418619e-06,6.01370420127978e-09,0.0290204007178545,0.99177098274231,0.651015818119049,1.35395397587072e-16
"145","She had curly locks.","lock","locks","curly","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0894134268164635,0.332008719444275,0.0186482239514589,0.088361032307148,0.399836152791977,0.0301402360200882,1.25807273434475e-05,0.149977475404739,0.900545001029968,0.18321131169796,0.23116460442543,0.0568120293319225,2.67464940861828e-07,0.097403347492218,0.0045519582927227,0.218836456537247,0.0982217490673065,7.66399971325882e-05,0.00055492192041128,1.58734758315404e-06,3.41156725092162e-09,1.75685945578152e-05,0.0135299675166607,2.02921959689592e-22
"146","She had brown locks.","lock","locks","brown","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0222478546202183,0.470891088247299,0.0530316345393658,0.247084379196167,0.254590392112732,0.0845532566308975,6.87413121340796e-05,0.104493394494057,0.861349284648895,0.0705557987093925,0.250922471284866,0.054941114038229,2.51898129022266e-08,0.126847773790359,0.00489999866113066,0.39156237244606,0.570269405841827,1.11170247691916e-05,1.30835242089233e-05,8.88300011325782e-09,5.70296023738592e-08,0.00144743488635867,2.4097299711201e-09,1.42988520923956e-25
"147","She had window locks.","lock","locks","window","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.032077182084322,0.471540063619614,0.0208175573498011,0.0931893065571785,0.207677274942398,0.129574164748192,0.0051351492293179,0.177645474672318,0.863167643547058,0.0755587294697762,0.275186777114868,0.0549927651882172,4.24732382597881e-09,0.197271466255188,0.00589270237833261,0.52426290512085,0.513419568538666,3.29271351802163e-05,4.06838953495026e-05,1.31326387418085e-05,2.2119539266896e-07,0.0173616111278534,0.136602878570557,5.17401318055554e-19
"148","They liked the hot lunch.","lunch","lunch","hot","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0642426311969757,0.228702783584595,0.18514321744442,0.0580877959728241,0.330552637577057,0.0750681310892105,0.00060526374727487,0.207591205835342,0.923352360725403,0.168467923998833,0.160246044397354,0.0267079453915358,5.91962270846125e-06,0.140668302774429,0.00110971077810972,0.183635786175728,5.69230323890224e-05,1.70412431543809e-06,2.42025297580994e-08,1.69407925909582e-07,4.0237806388177e-05,0.46991753578186,1.24827124636795e-06,3.20654710931147e-31
"149","They liked the sandwich lunch.","lunch","lunch","sandwich","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.346096336841583,0.144478246569633,0.0885481685400009,0.038114745169878,0.124030418694019,0.0291251409798861,0.00195570569485425,0.0442941151559353,0.928235054016113,0.175792336463928,0.18922983109951,0.0287709310650826,4.52491349278716e-06,0.0644338056445122,0.00089754461077973,0.0756576880812645,0.483670443296432,4.42468262917828e-06,2.11046040021756e-06,0.0016750149661675,7.00666350894608e-06,0.986917555332184,0.0960254073143005,7.80367303843945e-15
"150","They liked the afternoon lunch.","lunch","lunch","afternoon","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0785978212952614,0.132304236292839,0.147141754627228,0.013254658319056,0.234718009829521,0.0656882598996162,0.0559413619339466,0.069882944226265,0.923936188220978,0.194437131285667,0.210179433226585,0.100287809967995,1.34148979213933e-06,0.173103734850883,0.00082062010187655,0.166121169924736,0.140451982617378,1.00750249032444e-07,4.40202789775412e-08,0.00025400216691195,3.17685189656913e-05,0.988071322441101,1.18354481770666e-09,6.86422325018691e-20
"151","He liked the flea market.","market","market","flea","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.486990183591843,0.213075160980225,0.0671343058347702,0.031054800376296,0.134002730250359,0.087933175265789,0.00010706958710215,0.00842207949608564,0.478623420000076,0.0771304666996002,0.0900581479072571,0.0161681063473225,7.06926499560723e-08,0.0620366223156452,0.00014065383584238,0.238131657242775,8.89861908603962e-08,1.25788474747424e-07,3.111868762673e-09,2.44993525466697e-10,6.17194818914868e-05,2.93823632091517e-07,5.14475414092885e-06,1.96241270846234e-14
"152","He liked the fish market.","market","market","fish","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.444942623376846,0.26753568649292,0.0107563398778438,0.105778805911541,0.143369346857071,0.146279245615005,0.00105437182355672,0.0897336825728416,0.934875011444092,0.224169462919235,0.163301482796669,0.0165481846779585,1.01621908470406e-05,0.0960059687495232,0.00071691506309434,0.160072088241577,0.970503926277161,2.33673290495062e-05,5.30766328665777e-06,0.00440458068624138,0.00253861746750772,1.41639944217786e-08,0.995318174362183,5.65133497724274e-13
"153","He liked the housing market.","market","market","housing","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.146718472242355,0.206786021590233,0.0342487804591656,0.0597463324666023,0.168660223484039,0.130389109253883,0.00317579042166471,0.257166564464569,0.941157281398773,0.240355581045151,0.172009855508804,0.0286504030227661,1.44574305522838e-05,0.0367757678031921,0.00075299252057448,0.132918372750282,0.223823979496956,8.3988779806532e-06,1.39553617373167e-06,2.79599839814182e-06,0.624059200286865,9.29341403832495e-09,0.999972939491272,7.44515702615165e-15
"154","It was a lit match.","match","match","lit","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00677540432661771,0.0769683942198753,0.0121164014562964,0.0162752810865641,0.128279030323029,0.0259022172540426,9.8994416930509e-07,0.0325776152312756,0.924278795719147,0.457901954650879,0.175850063562393,0.0697759836912155,6.73529970945247e-13,0.0706137865781784,0.00052198069170117,0.205328106880188,2.40528843278298e-05,2.15604334385944e-09,2.00917810166956e-10,2.15669437864108e-09,7.05087430651221e-16,7.80647699261117e-11,9.89890413939107e-17,5.84396960087571e-29
"155","It was a burning match.","match","match","burning","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00114476983435451,0.169053062796593,0.00036049581831321,0.00808593537658453,0.108851596713066,0.0204574875533581,5.58632418687921e-05,0.0403903536498547,0.906235694885254,0.215052038431168,0.187540620565414,0.0309490319341421,1.5425371202582e-06,0.0573359206318855,0.00024491566000506,0.213956370949745,0.01551269646734,5.30236654583405e-08,1.66259983558348e-09,8.85794815985719e-06,2.13943565086083e-08,9.20543025131337e-05,2.95772633762681e-06,5.79235213938288e-14
"156","It was a soccer match.","match","match","soccer","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0686858221888542,0.641896903514862,3.68301734852139e-05,0.228738829493523,0.117982931435108,0.0679464638233185,0.00038923497777432,0.0866713896393776,0.902420043945312,0.485173881053925,0.196606040000916,0.0174264833331108,7.27469497974198e-08,0.0586998425424099,0.0005150650977157,0.0630953758955002,0.526646733283997,8.26464747660793e-06,7.69008636325452e-07,0.00082500238204374,5.46290220881929e-06,5.97658356582542e-07,0.999740421772003,2.20586656579647e-12
"157","It was cough medicine.","medicine","medicine","cough","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0175906550139189,0.246861860156059,0.0033302903175354,0.103120245039463,0.238056614995003,0.0500166788697243,0.00012166482338216,0.0978595986962318,0.895513772964478,0.394450515508652,0.203734040260315,0.0313209183514118,2.91494544057969e-08,0.0400538221001625,0.00233086268417537,0.233549147844315,0.0202255714684725,7.10979975337978e-06,1.28456749735051e-05,0.00012368751049507,0.00018931853992398,1.88735848496435e-05,8.28464908408932e-05,2.62046440102637e-10
"158","It was prescription medicine.","medicine","medicine","prescription","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0619109869003296,0.253782361745834,0.00890139956027269,0.226783111691475,0.332803726196289,0.0379666984081268,0.00707545364275574,0.0663596913218498,0.877755641937256,0.478320211172104,0.221384525299072,0.0390074886381626,2.0487927031354e-05,0.104736551642418,0.00109126162715256,0.359329044818878,0.0658404231071472,2.13701000006949e-07,2.96148130018992e-07,0.00176724104676395,0.0214192103594542,0.0301532316952944,0.965119123458862,2.05311945222775e-09
"159","It was orthopedic medicine.","medicine","medicine","orthopedic","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0821827352046967,0.344080716371536,0.00644757132977247,0.137852340936661,0.134845197200775,0.107789322733879,0.00043427321361377,0.0842552185058594,0.481477737426758,0.248651415109634,0.140590474009514,0.0136909652501345,4.50843051780225e-09,0.0320776924490929,0.00104995933361351,0.0854394286870956,0.00479824608191847,1.21000184094555e-07,2.83649548293852e-08,7.59058309540706e-08,2.36933510677773e-06,5.16287536811433e-06,0.486518263816833,1.45247759674762e-13
"160","There was a phone message.","message","message","phone","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0227565057575703,0.504126012325287,0.00814169272780418,0.0316122621297836,0.131592601537704,0.16256208717823,0.00597374234348535,0.0893319472670555,0.883548557758331,0.73005348443985,0.195846930146217,0.0298868995159864,1.86242516519997e-07,0.0667576342821121,0.00018569138774182,0.213180229067802,0.0125392274931073,1.9545696616774e-08,1.31734756436686e-09,1.4887463706259e-08,2.56634284596657e-05,1.90324030313604e-07,0.999682545661926,7.29847432490160e-11
"161","There was a computer message.","message","message","computer","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0119215287268162,0.564842641353607,0.0173678435385227,0.120912835001945,0.226937383413315,0.0714288130402565,0.00024812135961838,0.118099495768547,0.893335223197937,0.480209797620773,0.231400802731514,0.0275217052549124,3.93639680851265e-08,0.0777394622564316,0.00030725754913873,0.0981625691056252,0.153608277440071,1.16760738819721e-05,1.45725744005176e-06,0.00013289485650602,5.30386001784677e-09,9.3933915195521e-05,4.19863208662719e-05,2.06049469153591e-10
"162","There was an urgent message.","message","message","urgent","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.0004039331106469,0.420283079147339,0.00332161411643028,0.159952685236931,0.237048879265785,0.0343592949211597,1.05109356809407e-05,0.142181128263474,0.893906772136688,0.561125814914703,0.209744155406952,0.0665380284190178,8.56621618083864e-09,0.193004474043846,7.96580861788243e-05,0.224516913294792,0.00043058639857918,5.31982236040562e-10,1.6967179050642e-10,1.56139057239102e-09,9.62488047662191e-06,0.232252776622772,5.1755589122867e-17,4.04768669889097e-15
"163","It was a fungal mold.","mold","mold","fungal","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00553501723334193,0.291355311870575,0.00026937172515317,0.0494768097996712,0.28387314081192,0.24458310008049,0.00270112184807658,0.0329264663159847,0.936737954616547,0.409782499074936,0.248665228486061,0.0388256721198559,6.58449471302447e-06,0.0787012726068497,0.00140934216324239,0.167899623513222,0.866521835327148,9.1991423687432e-05,9.5731165856705e-06,0.00812301784753799,1.04412174550816e-05,0.00012243255332577,1.31091474031564e-05,9.84384351809808e-10
"164","It was a harmful mold.","mold","mold","harmful","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.116181686520576,0.565982580184937,0.00021195161389186,0.0965220630168915,0.277503699064255,0.0396001115441322,8.17322961665923e-06,0.0301965232938528,0.908104300498962,0.254438400268555,0.251081079244614,0.06019102409482,3.90396195371068e-07,0.0830112621188164,0.00040348191396333,0.511840760707855,0.0130629995837808,6.4214054873446e-06,2.0020853241931e-07,0.0001238447293872,0.0815553739666939,0.997316539287567,1.88519776236271e-18,1.79141562695051e-11
"165","It was a rubber mold.","mold","mold","rubber","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.00267812237143516,0.396467983722687,7.14025663910434e-05,0.495572209358215,0.140855863690376,0.223654747009277,0.00135339598637074,0.0254412312060594,0.94447672367096,0.356487542390823,0.229757100343704,0.0146553795784712,3.59693757445712e-07,0.0447757542133331,0.00044192149653099,0.219210088253021,0.0169039238244295,7.84782150731189e-06,8.18425974102865e-07,1.79097844466014e-06,0.00067395536461845,1.75675586433499e-06,0.00436532590538263,5.09166878242553e-15
"166","She saw the cancerous mole.","mole","mole","cancerous","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.124252803623676,0.366521000862122,0.027270570397377,0.0959509313106537,0.140207409858704,0.139214053750038,0.00225648330524563,0.0107923103496432,0.492907375097275,0.318475008010864,0.197378888726234,0.0467596873641014,3.39851591313334e-09,0.0583642385900021,0.00126155209727585,0.165940523147583,0.470466881990433,1.05054623418255e-05,1.25192764244275e-06,3.41569852935208e-06,3.49028573509713e-06,0.287663966417313,0.389996469020844,1.16067442454599e-16
"167","She saw the raised mole.","mole","mole","raised","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.351006299257278,0.131164878606796,0.197895020246506,0.0411544516682625,0.251691609621048,0.0171801056712866,5.66538583370857e-05,0.0126106422394514,0.915787398815155,0.0289725735783577,0.191817462444305,0.0625328049063683,5.27105870062883e-09,0.0703526139259338,0.00103886891156435,0.330463260412216,8.55414839406876e-07,4.63983944598567e-08,4.31933655509198e-10,6.20386283577828e-13,8.25382869606983e-07,0.00532936723902821,5.84775875722698e-07,3.21229981938671e-15
"168","She saw the cute mole.","mole","mole","cute","EleutherAI/pythia-14m","step143000","seed1",1,143000,0.451810568571091,0.36202010512352,0.225810334086418,0.12118511646986,0.337763875722885,0.0475648604333401,1.00008526260353e-06,0.00721079995855689,0.918172836303711,0.180257707834244,0.207750990986824,0.0709459558129311,1.53907055988611e-08,0.166485458612442,0.00094800972146913,0.409602075815201,0.41245225071907,6.85914699261048e-07,1.40203908927106e-07,6.15444264440157e-07,0.095661535859108,0.107718445360661,0.896957337856293,5.47092536204441e-12
