sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
She had a devilish charm.,She had a gold charm.,charm,charm,Different Sense,0.011494320860409912,1,1.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a gold charm.,charm,charm,Different Sense,0.01976122252889778,2,1.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a gold charm.,charm,charm,Different Sense,0.012104723387604155,3,1.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a gold charm.,charm,charm,Different Sense,0.18446498423863522,4,1.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a gold charm.,charm,charm,Different Sense,0.048594988081088974,5,1.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a gold charm.,charm,charm,Different Sense,0.011004622541384124,6,1.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a good-luck charm.,charm,charm,Different Sense,0.0,0,0.727272727,7,9,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a good-luck charm.,charm,charm,Different Sense,0.008525771555392136,1,0.727272727,7,9,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a good-luck charm.,charm,charm,Different Sense,0.015681484503803134,2,0.727272727,7,9,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a good-luck charm.,charm,charm,Different Sense,0.017321998655811632,3,0.727272727,7,9,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a good-luck charm.,charm,charm,Different Sense,0.17189421207281763,4,0.727272727,7,9,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a good-luck charm.,charm,charm,Different Sense,0.05167707641007979,5,0.727272727,7,9,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a good-luck charm.,charm,charm,Different Sense,0.016572947662858106,6,0.727272727,7,9,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a gold charm.,charm,charm,Different Sense,0.0,0,0.588235294,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a gold charm.,charm,charm,Different Sense,0.00567686737544304,1,0.588235294,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a gold charm.,charm,charm,Different Sense,0.015040303888880002,2,0.588235294,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a gold charm.,charm,charm,Different Sense,0.012252308555298796,3,0.588235294,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a gold charm.,charm,charm,Different Sense,0.2042099797358573,4,0.588235294,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a gold charm.,charm,charm,Different Sense,0.055364630944849,5,0.588235294,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a gold charm.,charm,charm,Different Sense,0.011079069334067992,6,0.588235294,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a good-luck charm.,charm,charm,Different Sense,0.0,0,1.285714286,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a good-luck charm.,charm,charm,Different Sense,0.005562215886225741,1,1.285714286,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a good-luck charm.,charm,charm,Different Sense,0.02153506211175016,2,1.285714286,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a good-luck charm.,charm,charm,Different Sense,0.022729816668825897,3,1.285714286,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a good-luck charm.,charm,charm,Different Sense,0.26796589220893474,4,1.285714286,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a good-luck charm.,charm,charm,Different Sense,0.06939421871017304,5,1.285714286,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a natural charm.,She had a good-luck charm.,charm,charm,Different Sense,0.01799318952723039,6,1.285714286,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a natural charm.,charm,charm,Same Sense,0.0,0,3.846153846,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a natural charm.,charm,charm,Same Sense,0.009480344596506929,1,3.846153846,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a natural charm.,charm,charm,Same Sense,0.017407944450693935,2,3.846153846,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a natural charm.,charm,charm,Same Sense,0.013422171312849507,3,3.846153846,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a natural charm.,charm,charm,Same Sense,0.1439317636781522,4,3.846153846,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a natural charm.,charm,charm,Same Sense,0.030607961238017012,5,3.846153846,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a devilish charm.,She had a natural charm.,charm,charm,Same Sense,0.010164404344239486,6,3.846153846,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a gold charm.,She had a good-luck charm.,charm,charm,Same Sense,0.0,0,3.166666667,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a gold charm.,She had a good-luck charm.,charm,charm,Same Sense,0.007258203140186104,1,3.166666667,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a gold charm.,She had a good-luck charm.,charm,charm,Same Sense,0.01678350969770359,2,3.166666667,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a gold charm.,She had a good-luck charm.,charm,charm,Same Sense,0.01931660831986437,3,3.166666667,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a gold charm.,She had a good-luck charm.,charm,charm,Same Sense,0.2528000606560622,4,3.166666667,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a gold charm.,She had a good-luck charm.,charm,charm,Same Sense,0.08121984880528577,5,3.166666667,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
She had a gold charm.,She had a good-luck charm.,charm,charm,Same Sense,0.01811758661588525,6,3.166666667,6,9,3,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.0,0,3.0,7,7,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.004934510973448325,1,3.0,7,7,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.014842638301649225,2,3.0,7,7,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.01371026037843337,3,3.0,7,7,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.13338100346830817,4,3.0,7,7,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.030402932393415183,5,3.0,7,7,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.009517893369240804,6,3.0,7,7,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.0,0,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.0035734793193193948,1,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.004756786288463877,2,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.0141755603930942,3,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.13974583191269907,4,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.03152484719861803,5,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.006513034475763235,6,2.888888889,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.0,0,3.555555556,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.01517816390775506,1,3.555555556,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.02219865386649611,2,3.555555556,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.019810554679924097,3,3.555555556,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.14769126514661002,4,3.555555556,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.049032113199175664,5,3.555555556,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the clucking chicken.,chicken,chicken,Different Sense,0.030355296578095547,6,3.555555556,6,7,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.0,0,3.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.01482673139731705,1,3.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.02136962793410313,2,3.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.02323413283606368,3,3.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.22576312075635974,4,3.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.06346761389205235,5,3.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the roasted chicken.,They liked the pet chicken.,chicken,chicken,Different Sense,0.03109712338190951,6,3.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the roasted chicken.,chicken,chicken,Same Sense,0.0,0,4.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the roasted chicken.,chicken,chicken,Same Sense,0.014676192470695404,1,4.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the roasted chicken.,chicken,chicken,Same Sense,0.022126038874263565,2,4.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the roasted chicken.,chicken,chicken,Same Sense,0.014893812635193848,3,4.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the roasted chicken.,chicken,chicken,Same Sense,0.15058728591382076,4,4.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the roasted chicken.,chicken,chicken,Same Sense,0.03594989730293541,5,4.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the juicy chicken.,They liked the roasted chicken.,chicken,chicken,Same Sense,0.021449759430112847,6,4.0,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the clucking chicken.,They liked the pet chicken.,chicken,chicken,Same Sense,0.0,0,3.5625,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the clucking chicken.,They liked the pet chicken.,chicken,chicken,Same Sense,0.006937845553558475,1,3.5625,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the clucking chicken.,They liked the pet chicken.,chicken,chicken,Same Sense,0.018025346528199537,2,3.5625,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the clucking chicken.,They liked the pet chicken.,chicken,chicken,Same Sense,0.02094964751442918,3,3.5625,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the clucking chicken.,They liked the pet chicken.,chicken,chicken,Same Sense,0.14949723652688118,4,3.5625,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the clucking chicken.,They liked the pet chicken.,chicken,chicken,Same Sense,0.0416456304241406,5,3.5625,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
They liked the clucking chicken.,They liked the pet chicken.,chicken,chicken,Same Sense,0.007455068070387427,6,3.5625,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a boring class.,class,class,Different Sense,0.0,0,3.545454545,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a boring class.,class,class,Different Sense,0.005414106505744254,1,3.545454545,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a boring class.,class,class,Different Sense,0.028519225137712656,2,3.545454545,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a boring class.,class,class,Different Sense,0.024420236222756686,3,3.545454545,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a boring class.,class,class,Different Sense,0.13612835838292392,4,3.545454545,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a boring class.,class,class,Different Sense,0.039773698595081286,5,3.545454545,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a boring class.,class,class,Different Sense,0.021236165838113497,6,3.545454545,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a stimulating class.,class,class,Different Sense,0.0,0,3.583333333,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a stimulating class.,class,class,Different Sense,0.017296561489652196,1,3.583333333,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a stimulating class.,class,class,Different Sense,0.026381106283612787,2,3.583333333,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a stimulating class.,class,class,Different Sense,0.021034240171015406,3,3.583333333,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a stimulating class.,class,class,Different Sense,0.09410285006573249,4,3.583333333,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a stimulating class.,class,class,Different Sense,0.02639032337209113,5,3.583333333,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a stimulating class.,class,class,Different Sense,0.009087245189703719,6,3.583333333,7,6,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a boring class.,class,class,Different Sense,0.0,0,2.9375,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a boring class.,class,class,Different Sense,0.007027232949604945,1,2.9375,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a boring class.,class,class,Different Sense,0.0728029423494092,2,2.9375,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a boring class.,class,class,Different Sense,0.06793716185114151,3,2.9375,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a boring class.,class,class,Different Sense,0.255817195793671,4,2.9375,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a boring class.,class,class,Different Sense,0.07959031644474279,5,2.9375,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a boring class.,class,class,Different Sense,0.05328309905214479,6,2.9375,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a stimulating class.,class,class,Different Sense,0.0,0,2.8,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a stimulating class.,class,class,Different Sense,0.02181893392368406,1,2.8,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a stimulating class.,class,class,Different Sense,0.05940149814712792,2,2.8,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a stimulating class.,class,class,Different Sense,0.05131733512508485,3,2.8,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a stimulating class.,class,class,Different Sense,0.133890503548184,4,2.8,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a stimulating class.,class,class,Different Sense,0.049924288441272946,5,2.8,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a misbehaving class.,It was a stimulating class.,class,class,Different Sense,0.0353603430048568,6,2.8,8,6,2,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a misbehaving class.,class,class,Same Sense,0.0,0,2.545454545,7,8,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a misbehaving class.,class,class,Same Sense,0.008067533505419222,1,2.545454545,7,8,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a misbehaving class.,class,class,Same Sense,0.057027911688373956,2,2.545454545,7,8,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a misbehaving class.,class,class,Same Sense,0.05182565809315287,3,2.545454545,7,8,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a misbehaving class.,class,class,Same Sense,0.1571921353678739,4,2.545454545,7,8,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a misbehaving class.,class,class,Same Sense,0.052673739979813394,5,2.545454545,7,8,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a perceptive class.,It was a misbehaving class.,class,class,Same Sense,0.03577876838033367,6,2.545454545,7,8,1,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a boring class.,It was a stimulating class.,class,class,Same Sense,0.0,0,3.833333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a boring class.,It was a stimulating class.,class,class,Same Sense,0.0136396917121967,1,3.833333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a boring class.,It was a stimulating class.,class,class,Same Sense,0.02564204951997784,2,3.833333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a boring class.,It was a stimulating class.,class,class,Same Sense,0.021057485498330974,3,3.833333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a boring class.,It was a stimulating class.,class,class,Same Sense,0.13782404889753064,4,3.833333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a boring class.,It was a stimulating class.,class,class,Same Sense,0.0322636178251412,5,3.833333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a boring class.,It was a stimulating class.,class,class,Same Sense,0.01699552491882983,6,3.833333333,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a hair clip.,clip,clip,Different Sense,0.0,0,0.7,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a hair clip.,clip,clip,Different Sense,0.0206762205333596,1,0.7,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a hair clip.,clip,clip,Different Sense,0.04522470639113185,2,0.7,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a hair clip.,clip,clip,Different Sense,0.0393966120070679,3,0.7,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a hair clip.,clip,clip,Different Sense,0.21264774322107616,4,0.7,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a hair clip.,clip,clip,Different Sense,0.05841107717377836,5,0.7,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a hair clip.,clip,clip,Different Sense,0.021575038576670647,6,0.7,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a metal clip.,clip,clip,Different Sense,0.0,0,0.555555556,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a metal clip.,clip,clip,Different Sense,0.03085636325344776,1,0.555555556,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a metal clip.,clip,clip,Different Sense,0.06761033740759381,2,0.555555556,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a metal clip.,clip,clip,Different Sense,0.05898960007639076,3,0.555555556,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a metal clip.,clip,clip,Different Sense,0.18177118195818165,4,0.555555556,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a metal clip.,clip,clip,Different Sense,0.07003654355181865,5,0.555555556,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a metal clip.,clip,clip,Different Sense,0.03015384440804647,6,0.555555556,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a hair clip.,clip,clip,Different Sense,0.0,0,0.4,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a hair clip.,clip,clip,Different Sense,0.011539024196271286,1,0.4,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a hair clip.,clip,clip,Different Sense,0.037103864739910786,2,0.4,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a hair clip.,clip,clip,Different Sense,0.030902821817378356,3,0.4,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a hair clip.,clip,clip,Different Sense,0.19438355568245036,4,0.4,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a hair clip.,clip,clip,Different Sense,0.06052674268301139,5,0.4,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a hair clip.,clip,clip,Different Sense,0.02040069681019363,6,0.4,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a metal clip.,clip,clip,Different Sense,0.0,0,0.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a metal clip.,clip,clip,Different Sense,0.017047574573897606,1,0.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a metal clip.,clip,clip,Different Sense,0.04426796191517601,2,0.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a metal clip.,clip,clip,Different Sense,0.04459257362662716,3,0.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a metal clip.,clip,clip,Different Sense,0.2865080806116921,4,0.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a metal clip.,clip,clip,Different Sense,0.0911822009089639,5,0.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a video clip.,It was a metal clip.,clip,clip,Different Sense,0.021868693169930453,6,0.222222222,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a video clip.,clip,clip,Same Sense,0.0,0,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a video clip.,clip,clip,Same Sense,0.008300594388506277,1,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a video clip.,clip,clip,Same Sense,0.020931254399808363,2,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a video clip.,clip,clip,Same Sense,0.02657257314614514,3,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a video clip.,clip,clip,Same Sense,0.08856622026969863,4,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a video clip.,clip,clip,Same Sense,0.029221894285281325,5,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a film clip.,It was a video clip.,clip,clip,Same Sense,0.014569266421698424,6,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a hair clip.,It was a metal clip.,clip,clip,Same Sense,0.0,0,2.714285714,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a hair clip.,It was a metal clip.,clip,clip,Same Sense,0.002907291113361077,1,2.714285714,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a hair clip.,It was a metal clip.,clip,clip,Same Sense,0.02095796038608333,2,2.714285714,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
It was a hair clip.,It was a metal clip.,clip,clip,Same Sense,0.01995386729177906,3,2.714285714,6,6,0,14067712,EleutherAI/pythia-14m,step61000,seed4,4,61000
